CurentPrice,SalesVar5yrs,PAT,Reserves,5yrsreturn,CAGR,ROE,ProfitVar5yrs,High,Low,MCap,DebttoEquity,StockPE,EVEBITDA,ROCE  
949,34.98%,1584,8992,43.99%,44%,15%,36%,2174,758,150269Cr.,6.38,103,23,"9.65%"
